district|block|cluster|klpid|schoolname|disecode
 chamrajnagar      | kollegal           | sathegala                 |6972| GLPS C.R NAGAR                                             | 
 chamrajnagar      | yelandur           | duggatti                  |6945| GHPS Y.K.MOLE                                              |29271205601
 chamrajnagar      | yelandur           | gumballi                  |6961| GULPS YARAGAMBALLI                                         |29271203503
 chamrajnagar      | yelandur           | maddur                    |6917| GLPS BOODE THITTU -2                                       |29271201902
 chamrajnagar      | yelandur           | yelandur                  |6925| GULPS YARIYUR                                              | 
 chikballapur      | bagepally          | achaganapalli             |10489| GLPS PULAKUNTLAPALLI                                       |29290116803
 chikballapur      | bagepally          | billur                    |10260| GLPS ADINARAYANAPURA                                       |29290119403
 chikballapur      | bagepally          | billur                    |10252| GLPS DIGGINAIKANAPALLI                                     |29290105501
 chikballapur      | bagepally          | chakavelu                 |10282| GLPS MANJUNATHAPURA                                        |29290110204
 chikballapur      | bagepally          | chakavelu                 |10274| GLPS RAJAVANDLAPALLI                                       |29290103010
 chikballapur      | bagepally          | chakavelu                 |10267| GULP S CHAKAVELU                                           |29290103001
 chikballapur      | bagepally          | chelur                    |10311| GLPS GUNDAMVARIPALLI                                       |29290117702
 chikballapur      | bagepally          | chelur                    |10310| GLPS RAGIMAKALAPALLI                                       |29290117301
 chikballapur      | bagepally          | chelur                    |10304| S T ASHRAMA SCHOOL                                         |29290113404
 chikballapur      | bagepally          | gulur                     |10333| GLPS ANJANAPURA                                            |29290113602
 chikballapur      | bagepally          | marganukunte              |10419| GLPS MUMADIVARIPALLI                                       |29290116203
 chikballapur      | bagepally          | mittemari                 |10338| GHPS ACHEPALLI                                             |29290100301
 chikballapur      | bagepally          | palyakere                 |10499| GLPS GUNDAMVARIPALLI                                       | 
 chikballapur      | bagepally          | somanathapura             |10464| GLPS BUDALAPALLI                                           |29290119104
 chikballapur      | bagepally          | somanathapura             |10466| GLPS GOTLAPALLI                                            |29290119106
 chikballapur      | bagepally          | somanathapura             |10469| GLPS MARIMAKALAPALLI                                       |29290119109
 chikballapur      | bagepally          | yallampalli               |10777| GLPS YADAHALLI                                             | 
 chikballapur      | chikkaballapur     | chikkaballapur            |10671| GUHP S MAIN CHIKKABALLAPUR                                 | 
 chikballapur      | chikkaballapur     | mandikal                  |10594| GLPS HONNAGIRIYAPPANAHALLI                                 |29290325201
 chikballapur      | chikkaballapur     | mandikal                  |10574| GLPS HOSAHALLI                                             |29290310201
 chikballapur      | chikkaballapur     | nandi                     |10541| GLPS . BOMMANAHALLY                                        |29290304001
 chikballapur      | chikkaballapur     | vaddrapalya               |10735| GLPS SUSEPALYA                                             |29290302001
 chikballapur      | chikkaballapur     | vaddrapalya               |10753| GLPS YERRMARANAHALLI                                       | 
 chikballapur      | chintamani         | batlahalli                |10893| GLPS CHANNARAYANAHALLI                                     |29290406501
 chikballapur      | chintamani         | batlahalli                |10899| GLPS KARIYAPPALLI                                          |29290403106
 chikballapur      | chintamani         | buradagunte               |11002| GUHP S PAPATHIMMANAHALLI                                   |29290429501
 chikballapur      | chintamani         | chilakalanerpu            |10959| GLPS NERADAGUNTAPALLI                                      | 
 chikballapur      | chintamani         | chintamani                |30678| GLPS CHINTAPALLI                                           |29290445401
 chikballapur      | chintamani         | chintamani                |10801| GUHP S K R EXTENSION                                       | 
 chikballapur      | chintamani         | k raguttahalli            |10920| GLPS GOLLAHALLI                                            |29290411701
 chikballapur      | chintamani         | kaiwara                   |10783| GLPS HOSAHUDYA                                             |29290415501
 chikballapur      | chintamani         | talagavara                |11044| GHPS SANTHEKALLAHALLI                                      |29290431202
 chikballapur      | chintamani         | talagavara                |11048| GULP S TALAGAVARA                                          |29290433402
 chikballapur      | chintamani         | yagavakote                |10846| GHPS YANUMALAPADI                                          |29290436502
 chikballapur      | chintamani         | yagavakote                |30680| GUHPS YARAYYAGARAHALLI                                     | 
 chikballapur      | gowribidanur       | alakapura                 |11519| GLPS RAYAMAKALAHALLI                                       |29290519601
 chikballapur      | gowribidanur       | alakapura                 |29849| GLPS SOOLIGUTTI TANDA                                      | 
 chikballapur      | gowribidanur       | alipura                   |11415| GLPS MARATIPALYA                                           | 
 chikballapur      | gowribidanur       | d palya                   |11430| GLPS D PALYA                                               |29290504908
 chikballapur      | gowribidanur       | d palya                   |11426| GLPS DINNEMELINAHALLI                                      |29290504902
 chikballapur      | gowribidanur       | d palya                   |11436| GLPS LAKSHMIPURA                                           | 
 chikballapur      | gowribidanur       | d palya                   |11437| GULP S MYLYA                                               | 
 chikballapur      | gowribidanur       | gowribidanur              |11226| GHPS HIREBIDANUR                                           | 
 chikballapur      | gowribidanur       | gowribidanur              |11222| GLPS SAKKARE KARKANE                                       | 
 chikballapur      | gowribidanur       | idagur                    |11146| GHPS HALAGANAHALLY                                         |29290508101
 chikballapur      | gowribidanur       | manchenahalli             |11272| GLPS BUDIVANTHANAHALLI                                     |29290503001
 chikballapur      | gowribidanur       | manchenahalli             |11292| GLPS M HOSAHALLI                                           |29290515502
 chikballapur      | gowribidanur       | nagaragere                |11304| GLPS BANDAMEEDATHANDA                                      |29290504702
 chikballapur      | gowribidanur       | nagaragere                |11307| GLPS JIKALAVARAPALLI                                       | 
 chikballapur      | gowribidanur       | thondebavi                |11474| GLPS BHOOMENAHALLI (THONDEBAVI                             |29290523401
 chikballapur      | gowribidanur       | thondebavi                |11450| GLPS CHIKKAMALLEKERE                                       | 
 chikballapur      | gowribidanur       | thondebavi                |11468| GUHP S THONDEBHAVI                                         |29290521502
 chikballapur      | gudibanda          | hampasandra               |11585| GHPS ADINARAYANAPURA                                       |29290600101
 chikballapur      | gudibanda          | hampasandra               |11595| GLPS KADENAHALLI DINNE                                     | 
 chikballapur      | gudibanda          | hampasandra               |11608| GLPS SANJEEVARAYANAHALLI                                   |29290608301
 chikballapur      | sidlaghatta        | ablodu                    |29789| GHPS BYARAGANAHALLI                                        | 
 chikballapur      | sidlaghatta        | basettyhalli              |11727| GLPS ANUR THIMMANAHALLI                                    |29291101501
 chikballapur      | sidlaghatta        | jangamakote               |11711| GLPS HOSAHALLI                                             | 
 chikballapur      | sidlaghatta        | melur                     |11682| GLPS ANOOR HUNASENAHALLI                                   |29291101401
 chikballapur      | sidlaghatta        | sadali                    |11636| GLPD KONDAPPAGARAHALLI                                     | 
 chikballapur      | sidlaghatta        | sadali                    |11635| GLPS JARUGAHALLI                                           | 
 chitradurga       | challakere         | b.n.pura                  |12380| GLPS KENCHAPPA NAGARA (new)                                | 
 chitradurga       | challakere         | challakere north          |12559| GUHPS                                                      |29130221202
 chitradurga       | challakere         | challakere north          |12556| MADAKARI HPS                                               |29130220701
 chitradurga       | challakere         | devareddihalli            |29934| GLPS KOVAL                                                 | 
 chitradurga       | challakere         | gopanahalli               |12453| GLPS KEREMUNDALAHATTY(NEW)                                 | 
 chitradurga       | challakere         | gopanahalli               |12451| HPS HEGGERE                                                | 
 chitradurga       | challakere         | gopanahalli               |12446| LPS AJJIKATTE                                              | 
 chitradurga       | challakere         | gopanahalli               |12440| LPS NANDAPURA                                              | 
 chitradurga       | challakere         | mallurahalli              |29960| GHPS OBAYYANHTTI                                           | 
 chitradurga       | challakere         | nayakanahatti             |12219| GHPS KANNADA                                               |29130202102
 chitradurga       | challakere         | nayakanahatti             |29961| GHPS KUNTAKOLAMANAHALLI                                    | 
 chitradurga       | challakere         | parashurampura            |12374| LPS LNS COLONY                                             | 
 chitradurga       | challakere         | talaku                    |30023| G.L.P.S BHIMANAKERE A.K. COLONY                            | 
 chitradurga       | challakere         | talaku                    |30022| G.L.P.S YARAMANCHAYANHATTI                                 | 
 chitradurga       | challakere         | talaku                    |12279| LPS BHIMANAKERE-A.K.COLONY                                 | 
 chitradurga       | chitradurga        | belagatta                 |12178| GOVERNMENT MODEL H.P.S                                     |29130128402
 chitradurga       | chitradurga        | bharamasagara             |12070| GHPS                                                       |29130121301
 chitradurga       | chitradurga        | bharamasagara             |12068| GHPS                                                       |29130121001
 chitradurga       | chitradurga        | bharamasagara             |12069| GHPS                                                       |29130121201
 chitradurga       | chitradurga        | bharamasagara             |12083| GHPS                                                       |29130122501
 chitradurga       | chitradurga        | bharamasagara             |12064| GHPS                                                       |29130120801
 chitradurga       | chitradurga        | bharamasagara             |12076| GLPS                                                       |29130121801
 chitradurga       | chitradurga        | bharamasagara             |12071| GLPS                                                       |29130121403
 chitradurga       | chitradurga        | bharamasagara             |12067| GLPS                                                       |29130120901
 chitradurga       | chitradurga        | bharamasagara             |12077| GLPS                                                       |29130121901
 chitradurga       | chitradurga        | bharamasagara             |12075| GLPS                                                       |29130121701
 chitradurga       | chitradurga        | bharamasagara             |12074| GLPS                                                       |29130121601
 chitradurga       | chitradurga        | bharamasagara             |12065| GUHPS                                                      |29130120802
 chitradurga       | chitradurga        | bharamasagara             |12072| GULPS                                                      |29130121502
 chitradurga       | chitradurga        | chikkabennur              |12135| GHPS                                                       |29130123301
 chitradurga       | chitradurga        | chikkabennur              |12146| GHPS                                                       |29130124401
 chitradurga       | chitradurga        | chikkabennur              |12145| GHPS                                                       |29130124301
 chitradurga       | chitradurga        | chikkabennur              |12159| GLPS                                                       |29130125601
 chitradurga       | chitradurga        | chikkabennur              |12153| GULPS KYASAPURA                                            | 
 chitradurga       | chitradurga        | chikkagondanahalli        |11926| (new)G.L.P.S , KANNADA, GOWRAMMANAH                        | 
 chitradurga       | chitradurga        | chitradurga north         |12186| GULPS KARUVINAKATTE                                        | 
 chitradurga       | chitradurga        | chitradurga north         |12196| HPGS GURUJANAHATTI                                         | 
 chitradurga       | chitradurga        | chitradurga north         |12188| HPS BHEMAPPANAYAKA                                         |29130126101
 chitradurga       | chitradurga        | chitradurga north         |12192| NGHPS                                                      |29130126502
 chitradurga       | chitradurga        | chitradurga north         |12194| PPS                                                        |29130126601
 chitradurga       | chitradurga        | chitradurga north         |12197| UHPS GURUJANAHATTI                                         | 
 chitradurga       | chitradurga        | chitradurga north         |12190| UHPS KAZIMAHALLA                                           | 
 chitradurga       | chitradurga        | d.s.halli                 |12053| GHPS                                                       |29130109501
 chitradurga       | chitradurga        | d.s.halli                 |12043| GHPS                                                       |29130108501
 chitradurga       | chitradurga        | d.s.halli                 |12063| GLPS                                                       |29130110601
 chitradurga       | chitradurga        | hireguntanur              |11974| GHPS                                                       |29130112501
 chitradurga       | chitradurga        | hireguntanur              |11954| GHPS                                                       |29130110801
 chitradurga       | chitradurga        | hireguntanur              |11971| GLPS                                                       |29130112201
 chitradurga       | chitradurga        | hireguntanur              |11963| GLPS                                                       |29130111501
 chitradurga       | chitradurga        | hireguntanur              |11961| GLPS                                                       |29130111301
 chitradurga       | chitradurga        | hireguntanur              |11973| GLPS                                                       |29130112401
 chitradurga       | chitradurga        | hireguntanur              |11980| GLPS                                                       |29130113101
 chitradurga       | chitradurga        | hireguntanur              |11970| GLPS                                                       | 
 chitradurga       | chitradurga        | hireguntanur              |11967| GUHPS                                                      |29130111802
 chitradurga       | chitradurga        | hireguntanur              |11953| GULPS                                                      |29130110702
 chitradurga       | chitradurga        | m.k.hatti                 |12120| GHPS                                                       | 
 chitradurga       | chitradurga        | m.k.hatti                 |12122| GHPS                                                       |29130116601
 chitradurga       | chitradurga        | m.k.hatti                 |29825| GHPS KAVADIGARAHALLY                                       | 
 chitradurga       | chitradurga        | m.k.hatti                 |29826| GHPS MALAPPANAHATI                                         | 
 chitradurga       | chitradurga        | m.k.hatti                 |29828| GHPS MEDEHALLY                                             | 
 chitradurga       | chitradurga        | m.k.hatti                 |12117| GHPS MURUGARAJENDRA NAGAR                                  | 
 chitradurga       | chitradurga        | m.k.hatti                 |29833| GHPS MURUGARAJENDRANAGAR                                   | 
 chitradurga       | chitradurga        | m.k.hatti                 |29832| GHPS SIBARA                                                | 
 chitradurga       | chitradurga        | m.k.hatti                 |12129| GLPS                                                       |29130117301
 chitradurga       | chitradurga        | m.k.hatti                 |29829| GLPS MATADAKURABARAHATTI                                   | 
 chitradurga       | chitradurga        | m.k.hatti                 |12115| GMHPS GUTTINADU                                            | 
 chitradurga       | chitradurga        | m.k.hatti                 |12113| GUHPS MATADAKURUBARAHATTI                                  | 
 chitradurga       | chitradurga        | madakaripura              |12025| GHPS                                                       | 
 chitradurga       | chitradurga        | madakaripura              |12032| GHPS                                                       | 
 chitradurga       | chitradurga        | madakaripura              |12023| GHPS                                                       |29130118301
 chitradurga       | chitradurga        | madakaripura              |12024| GHPS                                                       |29130118501
 chitradurga       | chitradurga        | madakaripura              |12031| GHPS                                                       | 
 chitradurga       | chitradurga        | madakaripura              |12012| GHPS                                                       |29130117501
 chitradurga       | chitradurga        | madakaripura              |31075| GHPS DYVAMMANAHALLY                                        | 
 chitradurga       | chitradurga        | madakaripura              |12038| GHPS HOSA KALLAHALLY                                       | 
 chitradurga       | chitradurga        | madakaripura              |12035| GHPS KASAVARAHATTI                                         | 
 chitradurga       | chitradurga        | madakaripura              |31077| GHPS MADAKARIPURA                                          | 
 chitradurga       | chitradurga        | madakaripura              |31074| GHPS THOPURA MALEGE                                        | 
 chitradurga       | chitradurga        | madakaripura              |12036| GLPS                                                       |29130119601
 chitradurga       | chitradurga        | madakaripura              |12021| GLPS                                                       |29130118201
 chitradurga       | chitradurga        | madakaripura              |12037| GLPS                                                       | 
 chitradurga       | chitradurga        | madakaripura              |12020| GLPS                                                       |29130118101
 chitradurga       | chitradurga        | madakaripura              |12027| GLPS                                                       | 
 chitradurga       | chitradurga        | madakaripura              |12018| GLPS                                                       |29130117901
 chitradurga       | chitradurga        | madakaripura              |12017| GLPS                                                       |29130117802
 chitradurga       | chitradurga        | madakaripura              |12016| GULPS                                                      |29130117801
 chitradurga       | chitradurga        | sirigere                  |11935| GHPS                                                       |29130106601
 chitradurga       | chitradurga        | sirigere                  |11951| GHPS                                                       | 
 chitradurga       | chitradurga        | sirigere                  |11936| GLPS                                                       |29130106701
 chitradurga       | chitradurga        | turuvanur                 |11883| GHPS GIRLS                                                 |29130113201
 chitradurga       | chitradurga        | turuvanur                 |11895| GHPS TURUVANUR BAGENAHALLY                                 | 
 chitradurga       | chitradurga        | turuvanur                 |11892| GLPS                                                       |29130113901
 chitradurga       | chitradurga        | yalagodu                  |30559| HPS SIDDAVANADURGA                                         | 
 chitradurga       | chitradurga        | yalagodu                  |12098| LPS SIDDAVANADURGA                                         | 
 chitradurga       | chitradurga        | yalagodu                  |12093| URDU LPS ADAVIGOLLARAHATTI                                 |29130102502
 chitradurga       | hiriyur            | adivala                   |12727| LPS ADIVALA VADDARAHATTI                                   | 
 chitradurga       | hiriyur            | adivala                   |12734| LPS SG COLONY                                              | 
 chitradurga       | hiriyur            | dharmapura                |12635| LPS A.K.PALYA GOLLARAHATTI                                 | 
 chitradurga       | hiriyur            | dharmapura                |31182| LPS BENAKANA HALLI                                         | 
 chitradurga       | hiriyur            | eshwaragere               |12667| LPS YELAGONDANAHALLI                                       |29130305301
 chitradurga       | hiriyur            | hiriyur north             |12610| GMHPS NEHRU MAIDEN , HIRIYUR                               |29130316907
 chitradurga       | hiriyur            | hiriyur north             |12618| GPS WARD-22                                                | 
 chitradurga       | hiriyur            | hiriyur north             |12619| LPS HARICHANDRAGHAT                                        | 
 chitradurga       | hiriyur            | hiriyur north             |12607| LPS VERAVATHINAGAR (K)                                     | 
 chitradurga       | hiriyur            | imangala                  |12803| LPS M.MAALIGE(ARALIKATTE)                                  |29130301502
 chitradurga       | hiriyur            | metikurke                 |30056| GHPS CHIKKRANMALEGI                                        | 
 chitradurga       | hiriyur            | yelladakere               |12767| LPS UDUVALLI VADDARAHATTI                                  | 
 chitradurga       | holalkere          | b.durga                   |13021| GUPS HD PURA                                               | 
 chitradurga       | holalkere          | b.durga                   |13014| LPS G.GOLLARAHATTI                                         | 
 chitradurga       | holalkere          | chikkayammiganuru         |12922| HPS K HATTI                                                | 
 chitradurga       | holalkere          | echagatta                 |12973| GULPS CHITRAHALLI                                          | 
 chitradurga       | holalkere          | h.d.pura                  |13039| GLPS GOLLARAHALLI                                          | 
 chitradurga       | holalkere          | h.d.pura                  |13028| GLPS H D PURA(URDU)                                        | 
 chitradurga       | holalkere          | muthugaduru               |12910| GLPS MALLENAHALLI                                          |29130410001
 chitradurga       | holalkere          | n.g.halli                 |12957| LPS AMBEGATTI                                              | 
 chitradurga       | holalkere          | n.g.halli                 |12946| LPS TALIKATTE UPPARAHATTI                                  | 
 chitradurga       | holalkere          | talikatte                 |13071| LPS TALIKATTE KAVAL                                        | 
 chitradurga       | hosadurga          | belaguru                  |30039| G.L.P.S. HANUMANHATTI                                      | 
 chitradurga       | hosadurga          | hosdurga town             |31178| GHPS D.K.KATTE                                             | 
 chitradurga       | hosadurga          | hosdurga town             |13110| GLPS HOSAHALLI                                             | 
 chitradurga       | hosadurga          | hosdurga town             |13115| GLPS HSD                                                   | 
 chitradurga       | hosadurga          | hosdurga town             |13111| GLPS HULLUKATTE                                            | 
 chitradurga       | hosadurga          | kalkere                   |13314| GLPS VEERAJAJANA HATTI                                     |29130500702
 chitradurga       | hosadurga          | kanchipura                |13164| GHPS BUKKASAGARA                                           | 
 chitradurga       | hosadurga          | kanchipura                |29968| GLPS GIRIYAPUR                                             | 
 chitradurga       | hosadurga          | m.g.dibba                 |13297| G,L.P.S GIRIYAPURA (NEW SCHOOL)                            | 
 chitradurga       | hosadurga          | m.g.dibba                 |13309| GHPS YALAKAPPANAHATTI                                      | 
 chitradurga       | hosadurga          | m.g.dibba                 |13308| GLPS SHIVANAKATTE                                          | 
 chitradurga       | hosadurga          | madadakere                |13252| GHPS NAKIKERE                                              | 
 chitradurga       | hosadurga          | madadakere                |13257| GHPS RANGAVANAHALLI                                        | 
 chitradurga       | hosadurga          | madadakere                |13261| GLPS P K HALLI                                             | 
 chitradurga       | hosadurga          | mattodu                   |13212| GLPS GANJEGERE                                             | 
 chitradurga       | hosadurga          | mattodu                   |13226| GLPS M GOLLARAHATTI                                        | 
 chitradurga       | molakalmur         | block urdu                |13436| GLPS MUBARAK MOHALLA                                       |29130612401
 chitradurga       | molakalmur         | block urdu                |13468| GUHPS                                                      |29130611102
 chitradurga       | molakalmur         | block urdu                |13495| GUHPS                                                      |29130607702
 chitradurga       | molakalmur         | block urdu                |13520| GULP                                                       |29130607202
 chitradurga       | molakalmur         | block urdu                |13473| GULPS                                                      |29130604602
 chitradurga       | molakalmur         | block urdu                |13487| GULPS                                                      |29130603902
 chitradurga       | molakalmur         | block urdu                |13509| GULPS                                                      |29130606202
 chitradurga       | molakalmur         | hanagal                   |13457| GHPS                                                       |29130610701
 chitradurga       | molakalmur         | molakalmur east           |13438| K.G.B.V.                                                   |29130612703
 chitradurga       | molakalmur         | rampura                   |13493| S.G.M.LPS.THAMENAHALLI                                     | 
 chitradurga       | molakalmur         | tammenahalli              |13515| GHPS THAMMENAHALLI                                         | 
 chitradurga       | molakalmur         | tammenahalli              |13523| GULPS                                                      | 
 dharwad           | dharwad city       | gandhi chowk              |37314| DMKG CENTRAL SCH GANDHICHOUK                               |29090700808
 dharwad           | dharwad city       | gulaganjikoppa dwd        |35845| GHPS GANDHI HINDI SCHOOL                                   | 
 dharwad           | dharwad city       | gulaganjikoppa dwd        |35844| GHPS JIJA MATA                                             | 
 dharwad           | dharwad city       | gulaganjikoppa dwd        |36274| HPS SHRI MAHANTESH HIGH SCHOOL                             | 
 dharwad           | dharwad city       | madarmaddi dwd            |36289| HPS VANITA SEVA SAMAJ                                      | 
 dharwad           | dharwad city       | madarmaddi dwd            |35843| NIVEDITA PRIMARY SCHOOL RAMANAGAR                          | 
 dharwad           | dharwad city       | malamaddi dwd             |36279| HPS D. R . BENDRE                                          | 
 dharwad           | dharwad city       | malamaddi dwd             |36298| HPS MARUTI HIGH SCHOOL                                     | 
 dharwad           | dharwad city       | saptapur dwd              |35847| GHPS R N SHETTY STADIUM DHARWAD                            | 
 dharwad           | dharwad city       | saptapur dwd              |36278| HPS SIDDARAMESHWAR HIGH SCHOOL                             | 
 dharwad           | dharwad city       | saptapur dwd              |36280| HPS UTTANGI CHANNAPPA PRIMARY SCHOOL                       | 
 dharwad           | hubli              | urdu hubli                |35357| HPUS SHEREWAD                                              | 
 dharwad           | hubli              | urdu navanagar            |37442| LPUS UNKAL                                                 |29090205507
 dharwad           | hubli              | varur                     |35350| HPS KAMPLIKOPPA                                            | 
 dharwad           | hubli city         | anand nagar hbl           |36290| HPS SHRI ABHINAVA VIDHYA SAMSTHEY                          | 
 dharwad           | hubli city         | anand nagar hbl           |36296| HPS SHRI REVANSIDDESHWAR                                   | 
 dharwad           | hubli city         | hale hubli hbl            |36291| HPS SHRI JIVESHWAR                                         | 
 dharwad           | hubli city         | indipump hbl              |36295| HPS GURUDEV VIDHYA SAMSTHEY                                | 
 dharwad           | hubli city         | nagashettikoppa hbl       |37744| HPS SHIRADI NAGAR HUBLI                                    | 
 dharwad           | kundagol           | gudigeri                  |37559| L P S NO-2 GUDAGERI                                        |29090401710
 dharwad           | navalgund          | morab                     |37700| HPS NO. 2 MORAB                                            |29090503803
 dharwad           | navalgund          | navalagund 1              |37709| LPS NO. 5 NAVALGUND                                        |29090505801
 gulbarga          | gulbarga south     | m s k mill gulbarga       |14509| GOVT LPS URDU SAVALAGI(B)                                  |29040511804
 kolar             | bangarapete        | balamande                 |17065| GLPS DODDAPURA                                             |29190201603
 kolar             | bangarapete        | bangarpet                 |15029| GTHPS BANGARPET                                            |29190237906
 kolar             | bangarapete        | boodikote                 |16935| GHPS BUVANAHALLI                                           |29191312401
 kolar             | bangarapete        | s madamangala             |15100| GLPS GORAVANAHALLI                                         | 
 kolar             | bangarapete        | t.gollahalli              |17054| GLPS KOGILAHALLI                                           | 
 kolar             | k g f              | gonamakanahalli           |17141| GHPS GOLLAHALLI                                            | 
 kolar             | k g f              | gonamakanahalli           |17135| GLPS CHIKKA KALLAHALLI                                     |29191312801
 kolar             | k g f              | gonamakanahalli           |17137| GLPS KODIGENAHALLI                                         |29190238401
 kolar             | k g f              | gonamakanahalli           |17133| GLPS THIRUMALAPALLI                                        |29191312901
 kolar             | k g f              | kamasamudra               |16962| GLPS GOLLAHALLI                                            | 
 kolar             | k g f              | robertsonpet              |16985| GHPS SWARNA NAGAR                                          | 
 kolar             | k g f              | robertsonpet              |16987| GUMPS (BOYS) ROBERTSONPET                                  | 
 kolar             | kolar              | annihalli (manighatta)    |17377| BARATHARATHNA VIDYA PEETA                                  | 
 kolar             | kolar              | beglihosahalli            |17331| GLPS KONEPURA                                              |29190719401
 kolar             | kolar              | p.c. halli                |17489| GHPS GADDEKANNUR                                           | 
 kolar             | kolar              | vemgal                    |17169| GULPS MADIVALA                                             | 
 kolar             | malur              | dinnahalli                |17756| GULPS THORALAKKI                                           | 
 kolar             | malur              | k.g. halli                |17794| GLPS AGNIHALLI                                             | 
 kolar             | malur              | lakkur                    |17533| GLPS SIDDANAHALLI COLONY                                   | 
 kolar             | malur              | lakkur                    |17530| GLPS. VAPPACHAHALLI                                        | 
 kolar             | malur              | malur                     |17683| GLPS JINAGATHIMMANAHALLI                                   | 
 kolar             | malur              | shivarapatna              |17586| GLPS DODDA SABBENAHALLI                                    | 
 kolar             | malur              | tekal                     |17622| GLPS SRIKANTHAPURA                                         | 
 kolar             | mulbagal           | devarayasamudra           |17922| GUMHS JAHANGEER MOHALLAMULABAGALU                          |29191033417
 kolar             | mulbagal           | mulbagal                  |17944| GHPS BANGLA                                                | 
 kolar             | mulbagal           | n.vaddahalli              |18185| GLPS DASARLAHALLI                                          |29191023106
 kolar             | mulbagal           | rayalamanadinne           |18131| ADARSHA HPS MYLAPURA                                       |29191013605
 kolar             | srinivasapur       | addagal                   |18482| GLPS KUNDATHAVARIPALLI                                     | 
 kolar             | srinivasapur       | arikunte                  |18535| GLPS YENUMAREPALLI                                         | 
 kolar             | srinivasapur       | gownipalli                |18249| GLPS POOLAKUNTLAPALLI                                      |29191226001
 kolar             | srinivasapur       | gownipalli                |29993| GLPS SRIRAMPUR                                             | 
 kolar             | srinivasapur       | lakshmipura               |18440| GHPS UPPRARAHALLY                                          | 
 kolar             | srinivasapur       | lakshmipura               |18437| GLPS BATTUVARAHALLI                                        | 
 kolar             | srinivasapur       | lakshmipura               |18410| GLPS CHAKAPALLI                                            |29191205401
 kolar             | srinivasapur       | lakshmipura               |18428| GLPS MUDDEPALLI                                            | 
 kolar             | srinivasapur       | mudimadagu                |18513| GULPS YADAGANAPALLI                                        |29191232602
 kolar             | srinivasapur       | rayalpadu                 |18310| GLPS R GOLLAHALLI                                          | 
 kolar             | srinivasapur       | somayajalahalli           |18404| GHPS R THIMMASANDRA                                        | 
 kolar             | srinivasapur       | somayajalahalli           |30633| GLPS KENGINATTA                                            | 
 kolar             | srinivasapur       | somayajalahalli           |18392| GLPS MARIANPET                                             | 
 mysore            | mysore north       | nizamiya                  |37810| MAYRAJ HPS & HS MAHADEVAPURA ROAD                          | 
 mysore            | mysore north       | rajendranagar             |37808| JNANAGONGOYHRI RAJENDRA NAGAR                              | 
 mysore            | mysore north       | rajendranagar             |37807| MAJESTIC PRIMARY AND HIGH SCHOOL                           | 
 mysore            | mysore rural       | hinkal hundi              |37812| SRI VIDYA CONVENT                                          | 
 mysore            | mysore south       | kanakagiri                |36709| GLPS URDU PILKANA                                          |29261200721
 mysore            | mysore south       | kuvempunagar              |37818| DAISY CONVENT VIVE'N-EDN-SOCT                              | 
 raichur           | devadurga          | b ganekal                 |38101| GLPS SURYANAYAKANA TANDA                                   |29060104602
 raichur           | devadurga          | sunkeswarahal             |38746| GLPS SAPTAGIRI MALADAKAL                                   |29060111005
 raichur           | manvi              | heera                     |24157| GOVT HIGH SCHOOL HEER                                      |29060605702
 raichur           | manvi              | sangapur                  |24176| GHPS KARADIGUDDA                                           |29060608701
 raichur           | manvi              | sangapur                  |24187| GHPS SANGAPUR                                              |29060613101
 raichur           | manvi              | torandinni                |38044| GLPS TAYAMMA  CAMP                                         |29060614410
 raichur           | raichur            | chicksugur                |38463| LPS  BASAVESHWAR  SHAKVADI                                 |29060711603
 raichur           | raichur            | yapaladinni               |38443| GLPS JANATHA COLONY YAPALADINNI                            |29060713604
 raichur           | sindhanur          | 7 mile camp               |38055| GLPS KOLI CAMP                                             |29060804911
 raichur           | sindhanur          | gudaduru                  |37967| GLPS URDU MERANAL.                                         |29060808802
 raichur           | sindhanur          | kalamangi                 |38219| GLPS GHANTER HATTI                                         |29060807306
 raichur           | sindhanur          | sindhanur                 |38359| URDU HPS SINDHANUR                                         |29060815802
 raichur           | sindhanur          | sri venkteswara camp      |38581| A.P.S LPS BUDIVAL CAMP                                     |29060802002
 ramanagara        | channapatna        | thagachagere              |34810| G LPS N.BRAHMANIPURA                                       |29320707301
 ramanagara        | magadi             | bachenahatti              |34581| GLPS S HANUBHOGANAHALLI BANDE                              |29320520002
 ramanagara        | magadi             | banavadi                  |34365| G ULPS KHADARKHANPALYA                                     | 
 ramanagara        | magadi             | byalakere                 |34395| G LPS KARAGADAHALLI                                        | 
 ramanagara        | magadi             | byalakere                 |34403| G LPS THIMMASANDRA                                         |29320517804
 ramanagara        | magadi             | byalakere                 |34390| G ULPS DUBBAGHATTA                                         | 
 ramanagara        | magadi             | chakrabavi                |34470| G LPS NAGARABHAVI DODDI                                    | 
 ramanagara        | magadi             | chakrabavi                |34454| G LPS VALAGEREPALYA                                        | 
 ramanagara        | magadi             | hosapalya]                |34206| G LPS BASAVAPATNA                                          | 
 ramanagara        | magadi             | hosapalya]                |34196| G LPS KODIPALYA A.                                         |29320514404
 ramanagara        | magadi             | kuduru                    |34526| G LPS GOLLAHALLI                                           |29320514101
 ramanagara        | magadi             | kuduru                    |34525| G LPS KADURAMANAHALLI                                      |29320508001
 ramanagara        | magadi             | motaganahalli             |34446| G LPS ANKANAPALYA                                          | 
